Timestamp,Temperature,Vibration,Motor_Current,Pressure,Noise,Machine_Health,Machine_Status,Remaining_Useful_Life_Days
2026-10-22 10:26:12,61.36,0.16,7.81,5.09,41.5,97.8,Healthy,322
2026-10-23 10:26:12,61.96,0.17,7.84,5.14,41.64,97.8,Healthy,321
2026-10-24 10:26:12,61.72,0.2,7.83,5.1,41.49,97.7,Healthy,320
2026-10-25 10:26:12,61.78,0.19,7.84,5.11,41.62,97.7,Healthy,319
2026-10-26 10:26:12,61.71,0.16,7.82,5.02,41.81,97.7,Healthy,318
2026-10-27 10:26:12,61.07,0.21,7.88,5.02,42.9,97.6,Healthy,317
2026-10-28 10:26:12,61.72,0.19,7.83,5.13,41.61,97.6,Healthy,316
2026-10-29 10:26:12,61.4,0.18,7.81,5.07,42.44,97.6,Healthy,315
2026-10-30 10:26:12,62.06,0.16,7.86,5.06,43.14,97.5,Healthy,314
2026-10-31 10:26:12,61.51,0.18,7.88,5.1,42.56,97.5,Healthy,313
2026-11-01 10:26:12,61.25,0.15,7.86,5.09,43.17,97.5,Healthy,312
2026-11-02 10:26:12,60.84,0.19,7.86,5.03,41.58,97.5,Healthy,311
2026-11-03 10:26:12,61.28,0.13,7.85,5.06,42.7,97.4,Healthy,310
2026-11-04 10:26:12,61.53,0.19,7.85,5.07,42.41,97.4,Healthy,309
2026-11-05 10:26:12,61.58,0.19,7.91,4.96,43.02,97.4,Healthy,308
2026-11-06 10:26:12,61.44,0.17,7.91,5.1,42.95,97.3,Healthy,307
2026-11-07 10:26:12,61.96,0.19,7.87,5.12,42.33,97.3,Healthy,306
2026-11-08 10:26:12,61.65,0.21,7.79,5.11,42.07,97.3,Healthy,305
2026-11-09 10:26:12,61.89,0.18,7.93,5.01,43.0,97.2,Healthy,304
2026-11-10 10:26:12,62.02,0.2,7.88,5.09,42.0,97.2,Healthy,303
2026-11-11 10:26:12,61.59,0.19,7.83,5.05,41.54,97.2,Healthy,302
2026-11-12 10:26:12,61.71,0.18,7.88,5.13,42.74,97.1,Healthy,301
2026-11-13 10:26:12,61.18,0.17,7.79,5.04,41.3,97.1,Healthy,300
2026-11-14 10:26:12,62.08,0.17,7.89,5.08,42.49,97.1,Healthy,299
2026-11-15 10:26:12,61.0,0.16,7.91,5.05,43.28,97.0,Healthy,298
2026-11-16 10:26:12,60.75,0.15,7.84,5.07,42.59,97.0,Healthy,297
2026-11-17 10:26:12,61.54,0.18,7.87,5.08,41.23,97.0,Healthy,296
2026-11-18 10:26:12,61.58,0.18,7.88,5.07,42.14,96.9,Healthy,295
2026-11-19 10:26:12,61.27,0.19,7.83,5.12,41.54,96.9,Healthy,294
2026-11-20 10:26:12,60.97,0.19,7.89,5.07,42.85,96.9,Healthy,293
2026-11-21 10:26:12,61.92,0.23,7.89,5.08,42.1,96.8,Healthy,292
2026-11-22 10:26:12,61.59,0.22,7.82,5.1,42.12,96.8,Healthy,291
2026-11-23 10:26:12,61.77,0.2,7.97,5.06,41.85,96.8,Healthy,290
2026-11-24 10:26:12,61.51,0.17,7.86,5.06,42.63,96.7,Healthy,289
2026-11-25 10:26:12,61.63,0.18,7.87,5.11,43.39,96.7,Healthy,288
2026-11-26 10:26:12,62.3,0.16,7.93,5.14,42.87,96.5,Healthy,287
2026-11-27 10:26:12,62.43,0.18,7.92,5.17,42.87,96.3,Healthy,286
2026-11-28 10:26:12,62.06,0.16,7.91,5.17,41.8,96.3,Healthy,285
2026-11-29 10:26:12,61.82,0.14,7.9,5.14,43.6,96.3,Healthy,284
2026-11-30 10:26:12,61.79,0.19,7.88,5.1,42.36,96.2,Healthy,283
2026-12-01 10:26:12,61.22,0.17,7.86,5.15,42.28,96.2,Healthy,282
2026-12-02 10:26:12,61.43,0.17,7.86,5.08,41.97,96.2,Healthy,281
2026-12-03 10:26:12,61.17,0.17,7.81,5.07,42.59,96.1,Healthy,280
2026-12-04 10:26:12,61.81,0.21,7.88,5.12,42.74,96.1,Healthy,279
2026-12-05 10:26:12,61.97,0.19,7.95,5.11,41.47,96.1,Healthy,278
2026-12-06 10:26:12,,,,,,96.0,Healthy,277
2026-12-07 10:26:12,61.35,0.23,7.87,5.07,42.38,96.0,Healthy,276
2026-12-08 10:26:12,61.7,0.22,7.87,5.06,42.57,96.0,Healthy,275
2026-12-09 10:26:12,62.03,0.2,7.91,5.14,41.88,95.9,Healthy,274
2026-12-10 10:26:12,62.08,0.16,7.89,5.09,42.56,95.9,Healthy,273
2026-12-11 10:26:12,62.19,0.17,7.93,5.15,41.79,95.9,Healthy,272
2026-12-12 10:26:12,62.51,0.14,7.9,5.16,42.96,95.8,Healthy,271
2026-12-13 10:26:12,62.34,0.18,7.89,5.19,43.1,95.8,Healthy,270
2026-12-14 10:26:12,61.77,0.18,7.93,5.11,41.95,95.7,Healthy,269
2026-12-15 10:26:12,61.57,0.15,7.91,5.05,42.34,95.7,Healthy,268
2026-12-16 10:26:12,61.64,0.16,7.85,5.12,42.73,95.7,Healthy,267
2026-12-17 10:26:12,61.79,0.21,7.89,5.08,42.2,95.6,Healthy,266
2026-12-18 10:26:12,61.53,0.19,7.78,5.11,42.51,95.6,Healthy,265
2026-12-19 10:26:12,61.21,0.2,7.83,5.05,43.55,95.6,Healthy,264
2026-12-20 10:26:12,61.55,0.23,7.87,5.08,43.12,95.5,Healthy,263
2026-12-21 10:26:12,61.12,0.19,7.84,5.07,42.63,95.5,Healthy,262
2026-12-22 10:26:12,61.76,0.2,7.85,5.11,42.82,95.5,Healthy,261
2026-12-23 10:26:12,61.49,0.16,7.81,5.13,41.76,95.4,Healthy,260
2026-12-24 10:26:12,61.79,0.15,7.97,5.12,42.19,95.4,Healthy,259
2026-12-25 10:26:12,62.17,0.2,7.94,5.12,43.01,95.4,Healthy,258
2026-12-26 10:26:12,61.47,0.14,7.84,5.02,41.62,95.4,Healthy,257
2026-12-27 10:26:12,61.91,0.17,7.88,5.1,41.58,95.3,Healthy,256
2026-12-28 10:26:12,61.8,0.19,7.89,5.08,42.85,95.3,Healthy,255
2026-12-29 10:26:12,61.69,0.18,7.83,5.02,43.1,95.3,Healthy,254
2026-12-30 10:26:12,61.97,0.18,7.9,5.07,43.33,95.2,Healthy,253
2026-12-31 10:26:12,61.46,0.2,7.84,5.11,43.42,95.2,Healthy,252
2027-01-01 10:26:12,61.91,0.23,7.86,5.14,43.11,95.2,Healthy,251
2027-01-02 10:26:12,,,,,,95.1,Healthy,250
2027-01-03 10:26:12,60.93,0.22,7.84,5.05,42.16,95.1,Healthy,249
2027-01-04 10:26:12,60.85,0.18,7.8,5.05,42.84,95.1,Healthy,248
2027-01-05 10:26:12,61.32,0.22,7.84,5.08,42.15,95.0,Healthy,247
2027-01-06 10:26:12,60.87,0.14,7.85,5.04,40.79,95.0,Healthy,246
2027-01-07 10:26:12,61.27,0.2,7.82,5.09,42.35,95.0,Healthy,245
2027-01-08 10:26:12,61.05,0.18,7.83,5.12,42.44,94.9,Healthy,244
2027-01-09 10:26:12,61.0,0.17,7.83,5.06,42.03,94.9,Healthy,243
2027-01-10 10:26:12,60.9,0.17,7.84,5.03,42.51,94.9,Healthy,242
2027-01-11 10:26:12,61.56,0.19,7.83,5.07,42.26,94.8,Healthy,241
2027-01-12 10:26:12,61.3,0.16,7.88,5.04,42.08,94.8,Healthy,240
2027-01-13 10:26:12,60.98,0.19,7.86,5.04,42.28,94.8,Healthy,239
2027-01-14 10:26:12,61.75,0.2,7.83,5.08,41.77,94.7,Healthy,238
2027-01-15 10:26:12,61.75,0.19,7.9,5.06,43.49,94.7,Healthy,237
2027-01-16 10:26:12,61.92,0.22,7.95,5.1,42.05,94.7,Healthy,236
2027-01-17 10:26:12,61.86,0.16,7.86,5.14,41.88,94.6,Healthy,235
2027-01-18 10:26:12,61.47,0.15,7.93,5.06,42.19,94.6,Healthy,234
2027-01-19 10:26:12,61.97,0.18,7.92,5.17,42.55,94.6,Healthy,233
2027-01-20 10:26:12,61.05,0.22,7.82,5.07,42.07,94.6,Healthy,232
2027-01-21 10:26:12,61.67,0.18,7.94,5.1,42.55,94.5,Healthy,231
2027-01-22 10:26:12,61.38,0.18,7.88,5.11,42.14,94.5,Healthy,230
2027-01-23 10:26:12,61.05,0.21,7.87,5.13,42.68,94.5,Healthy,229
2027-01-24 10:26:12,61.76,0.23,7.89,5.05,42.54,94.4,Healthy,228
2027-01-25 10:26:12,61.88,0.2,7.9,5.07,41.8,94.4,Healthy,227
2027-01-26 10:26:12,62.05,0.17,7.85,5.05,42.84,94.4,Healthy,226
2027-01-27 10:26:12,62.4,0.25,8.0,5.18,42.81,94.2,Healthy,225
2027-01-28 10:26:12,61.77,0.22,7.9,5.09,43.2,94.2,Healthy,224
2027-01-29 10:26:12,61.87,0.23,7.9,5.05,43.44,94.2,Healthy,223
2027-01-30 10:26:12,62.32,0.23,7.99,5.1,41.59,94.1,Healthy,222
2027-01-31 10:26:12,61.53,0.19,7.82,5.02,40.32,94.1,Healthy,221
2027-02-01 10:26:12,62.11,0.16,7.93,5.13,42.76,94.1,Healthy,220
2027-02-02 10:26:12,62.01,0.19,7.86,5.15,41.87,94.0,Healthy,219
2027-02-03 10:26:12,61.74,0.17,7.86,5.02,41.76,94.0,Healthy,218
2027-02-04 10:26:12,61.77,0.15,7.9,5.04,41.63,94.0,Healthy,217
2027-02-05 10:26:12,61.92,0.21,7.85,5.06,42.31,93.9,Healthy,216
2027-02-06 10:26:12,61.28,0.23,7.91,5.07,41.66,93.9,Healthy,215
2027-02-07 10:26:12,61.25,0.25,7.9,5.08,42.0,93.9,Healthy,214
2027-02-08 10:26:12,62.48,0.27,7.92,5.12,42.96,93.7,Healthy,213
2027-02-09 10:26:12,61.86,0.27,7.93,5.09,42.99,93.4,Healthy,212
2027-02-10 10:26:12,61.48,0.27,7.86,5.15,41.77,93.1,Healthy,211
2027-02-11 10:26:12,61.81,0.3,7.92,5.14,44.11,92.7,Healthy,210
2027-02-12 10:26:12,61.7,0.32,7.92,5.05,43.33,92.4,Healthy,209
2027-02-13 10:26:12,61.94,0.3,7.86,5.13,43.03,92.0,Healthy,208
2027-02-14 10:26:12,61.92,0.35,7.95,5.14,42.74,91.7,Healthy,207
2027-02-15 10:26:12,62.49,0.33,7.96,5.16,42.61,91.3,Healthy,206
2027-02-16 10:26:12,62.81,0.32,7.98,5.19,42.89,90.9,Healthy,205
2027-02-17 10:26:12,62.13,0.36,8.02,5.12,42.34,90.5,Healthy,204
2027-02-18 10:26:12,62.21,0.36,7.94,5.17,42.65,90.1,Healthy,203
2027-02-19 10:26:12,62.57,0.35,8.03,5.19,44.05,89.7,Healthy,202
2027-02-20 10:26:12,61.58,0.34,7.83,5.13,44.05,89.3,Healthy,201
2027-02-21 10:26:12,62.11,0.38,7.98,5.15,43.68,88.9,Healthy,200
2027-02-22 10:26:12,62.3,0.35,8.03,5.22,43.88,88.4,Healthy,199
2027-02-23 10:26:12,61.55,0.4,7.9,5.09,43.53,88.0,Healthy,198
2027-02-24 10:26:12,61.32,0.32,7.91,5.08,42.32,87.6,Healthy,197
2027-02-25 10:26:12,61.18,0.3,7.87,5.12,43.78,87.1,Healthy,196
2027-02-26 10:26:12,61.36,0.28,7.88,5.16,42.79,86.7,Healthy,195
2027-02-27 10:26:12,61.19,0.27,7.96,5.04,43.27,86.3,Healthy,194
2027-02-28 10:26:12,61.48,0.18,7.91,5.11,41.6,85.8,Healthy,193
2027-03-01 10:26:12,62.05,0.18,8.1,5.15,42.45,85.4,Healthy,192
2027-03-02 10:26:12,62.13,0.16,8.05,5.17,42.28,84.9,Healthy,191
2027-03-03 10:26:12,61.64,0.21,7.94,5.18,42.95,84.5,Healthy,190
2027-03-04 10:26:12,61.8,0.21,8.0,5.17,42.98,84.0,Healthy,189
2027-03-05 10:26:12,61.4,0.2,8.08,5.08,42.54,83.6,Healthy,188
2027-03-06 10:26:12,62.61,0.14,8.13,5.14,42.32,83.1,Healthy,187
2027-03-07 10:26:12,62.17,0.14,8.12,5.17,42.97,82.7,Healthy,186
2027-03-08 10:26:12,61.85,0.15,8.17,5.2,42.74,82.2,Healthy,185
2027-03-09 10:26:12,62.16,0.11,8.05,5.14,43.13,81.8,Healthy,184
2027-03-10 10:26:12,61.71,0.14,8.05,5.17,42.46,81.3,Healthy,183
2027-03-11 10:26:12,61.35,0.09,8.06,5.23,44.87,80.9,Healthy,182
2027-03-12 10:26:12,60.96,0.19,8.13,5.24,43.49,80.4,Healthy,181
2027-03-13 10:26:12,61.48,0.2,8.11,5.24,43.46,80.0,Healthy,180
2027-03-14 10:26:12,62.23,0.13,8.43,5.29,43.59,79.6,Slight Wear,179
2027-03-15 10:26:12,61.68,0.22,8.14,5.19,44.66,79.1,Slight Wear,178
2027-03-16 10:26:12,61.56,0.29,8.23,5.16,44.26,78.7,Slight Wear,177
2027-03-17 10:26:12,62.06,0.31,8.27,5.21,44.46,78.2,Slight Wear,176
2027-03-18 10:26:12,62.51,0.32,8.23,5.29,43.39,77.8,Slight Wear,175
2027-03-19 10:26:12,62.17,0.36,8.2,5.31,45.06,77.4,Slight Wear,174
2027-03-20 10:26:12,62.01,0.39,8.09,5.3,43.08,76.9,Slight Wear,173
2027-03-21 10:26:12,66.2,1.06,10.6,6.15,51.61,75.1,Slight Wear,172
2027-03-22 10:26:12,63.83,0.48,8.48,5.41,42.81,75.1,Slight Wear,171
2027-03-23 10:26:12,62.98,0.49,8.43,5.33,44.87,75.0,Slight Wear,170
2027-03-24 10:26:12,65.77,1.02,10.52,6.13,52.24,75.0,Slight Wear,169
2027-03-25 10:26:12,62.14,0.42,8.35,5.39,45.53,74.8,Slight Wear,168
2027-03-26 10:26:12,62.3,0.59,8.52,5.31,44.69,74.3,Slight Wear,167
2027-03-27 10:26:12,65.69,1.1,10.53,6.11,54.4,73.9,Slight Wear,166
2027-03-28 10:26:12,62.4,0.63,8.34,5.22,46.52,73.5,Slight Wear,165
2027-03-29 10:26:12,67.07,1.07,10.67,6.2,53.05,72.7,Slight Wear,164
2027-03-30 10:26:12,62.14,0.61,8.34,5.14,45.44,72.6,Slight Wear,163
2027-03-31 10:26:12,62.96,0.57,8.68,5.45,46.46,72.2,Slight Wear,162
2027-04-01 10:26:12,62.36,0.66,8.68,5.27,44.19,71.8,Slight Wear,161
2027-04-02 10:26:12,68.1,1.18,11.03,6.43,52.09,69.2,Slight Wear,160
2027-04-03 10:26:12,62.53,0.64,8.54,5.49,46.63,69.2,Slight Wear,159
2027-04-04 10:26:12,62.35,0.61,8.43,5.38,46.65,69.2,Slight Wear,158
2027-04-05 10:26:12,64.57,0.55,8.87,5.73,45.85,69.1,Slight Wear,157
2027-04-06 10:26:12,64.32,0.54,8.81,5.54,46.46,69.1,Slight Wear,156
2027-04-07 10:26:12,62.86,0.64,8.7,5.4,46.84,69.1,Slight Wear,155
2027-04-08 10:26:12,63.78,0.69,8.88,5.5,46.41,68.8,Slight Wear,154
2027-04-09 10:26:12,67.36,1.08,10.91,6.52,52.9,68.4,Slight Wear,153
2027-04-10 10:26:12,64.35,0.66,8.87,5.44,47.78,68.0,Slight Wear,152
2027-04-11 10:26:12,63.88,0.55,8.77,5.53,46.98,67.5,Slight Wear,151
2027-04-12 10:26:12,67.7,1.08,11.08,6.46,55.64,67.1,Slight Wear,150
2027-04-13 10:26:12,63.57,0.6,8.84,5.33,46.78,66.7,Slight Wear,149
2027-04-14 10:26:12,64.18,0.41,9.04,5.56,45.82,66.3,Slight Wear,148
2027-04-15 10:26:12,62.47,0.58,8.65,5.53,47.27,65.9,Slight Wear,147
2027-04-16 10:26:12,63.58,0.59,8.93,5.52,48.77,65.5,Slight Wear,146
2027-04-17 10:26:12,63.76,0.57,9.2,5.65,44.41,65.0,Slight Wear,145
2027-04-18 10:26:12,65.91,0.58,9.25,5.82,48.31,64.6,Slight Wear,144
2027-04-19 10:26:12,63.86,0.6,8.97,5.57,45.55,64.2,Slight Wear,143
2027-04-20 10:26:12,64.18,0.45,9.06,5.73,48.02,63.8,Slight Wear,142
2027-04-21 10:26:12,68.83,1.24,11.72,6.7,55.36,63.2,Slight Wear,141
2027-04-22 10:26:12,64.75,0.51,9.09,5.79,46.36,63.0,Slight Wear,140
2027-04-23 10:26:12,68.99,1.21,11.89,6.57,57.27,62.4,Slight Wear,139
2027-04-24 10:26:12,65.23,0.54,9.05,5.68,49.29,62.1,Slight Wear,138
2027-04-25 10:26:12,65.18,0.58,9.13,5.75,48.07,61.7,Slight Wear,137
2027-04-26 10:26:12,63.22,0.62,8.98,5.73,49.58,61.3,Slight Wear,136
2027-04-27 10:26:12,62.48,0.59,8.89,5.61,47.95,60.9,Slight Wear,135
2027-04-28 10:26:12,64.87,0.59,9.49,5.87,46.14,60.5,Slight Wear,134
2027-04-29 10:26:12,67.25,1.28,11.18,6.49,53.25,60.1,Slight Wear,133
2027-04-30 10:26:12,64.14,0.85,9.3,5.86,48.53,59.6,Moderate Wear,132
2027-05-01 10:26:12,63.31,0.82,9.38,5.64,46.26,59.2,Moderate Wear,131
2027-05-02 10:26:12,63.96,0.89,9.29,5.67,48.18,58.8,Moderate Wear,130
2027-05-03 10:26:12,65.06,0.83,9.54,5.9,50.16,58.4,Moderate Wear,129
2027-05-04 10:26:12,64.55,0.84,9.47,5.89,49.13,58.0,Moderate Wear,128
2027-05-05 10:26:12,64.52,0.93,9.74,5.67,51.2,57.6,Moderate Wear,127
2027-05-06 10:26:12,68.73,1.51,11.78,6.73,54.25,57.2,Moderate Wear,126
2027-05-07 10:26:12,64.79,0.98,9.52,5.96,50.74,56.8,Moderate Wear,125
2027-05-08 10:26:12,,,,,,56.3,Moderate Wear,124
2027-05-09 10:26:12,64.58,1.08,9.19,5.84,48.98,55.9,Moderate Wear,123
2027-05-10 10:26:12,64.83,1.15,9.78,6.14,48.9,55.5,Moderate Wear,122
2027-05-11 10:26:12,64.12,1.24,9.78,5.7,51.56,55.1,Moderate Wear,121
2027-05-12 10:26:12,64.87,0.98,9.61,6.04,54.92,54.7,Moderate Wear,120
2027-05-13 10:26:12,64.92,0.84,9.76,5.98,52.1,54.3,Moderate Wear,119
2027-05-14 10:26:12,63.88,1.04,9.78,5.97,50.56,53.9,Moderate Wear,118
2027-05-15 10:26:12,63.12,1.34,9.79,5.85,56.07,53.5,Moderate Wear,117
2027-05-16 10:26:12,63.65,1.0,9.63,5.78,51.23,53.0,Moderate Wear,116
2027-05-17 10:26:12,66.67,1.75,12.19,6.95,60.01,52.6,Moderate Wear,115
2027-05-18 10:26:12,64.11,1.07,9.31,6.04,54.43,52.2,Moderate Wear,114
2027-05-19 10:26:12,65.15,1.04,9.94,6.08,54.84,51.8,Moderate Wear,113
2027-05-20 10:26:12,63.53,1.31,9.91,5.86,51.87,51.4,Moderate Wear,112
2027-05-21 10:26:12,68.93,1.58,11.99,6.66,59.32,51.0,Moderate Wear,111
2027-05-22 10:26:12,63.94,1.07,9.55,5.97,54.1,50.6,Moderate Wear,110
2027-05-23 10:26:12,65.95,0.97,10.33,6.17,53.0,50.2,Moderate Wear,109
2027-05-24 10:26:12,63.43,1.23,9.59,6.02,54.29,49.8,Moderate Wear,108
2027-05-25 10:26:12,62.84,1.16,9.47,5.92,52.04,49.3,Moderate Wear,107
2027-05-26 10:26:12,70.02,1.78,12.22,7.2,62.49,48.9,Moderate Wear,106
2027-05-27 10:26:12,67.2,1.26,10.1,6.37,56.32,48.5,Moderate Wear,105
2027-05-28 10:26:12,66.87,1.12,10.41,6.23,56.5,48.1,Moderate Wear,104
2027-05-29 10:26:12,63.0,1.2,10.18,5.88,53.56,47.7,Moderate Wear,103
2027-05-30 10:26:12,70.64,1.94,13.37,7.18,62.09,45.9,Moderate Wear,102
2027-05-31 10:26:12,65.13,1.05,10.36,6.39,55.25,45.8,Moderate Wear,101
2027-06-01 10:26:12,65.43,1.14,10.06,6.26,52.88,45.8,Moderate Wear,100
2027-06-02 10:26:12,65.29,1.14,10.16,6.04,54.99,45.8,Moderate Wear,99
2027-06-03 10:26:12,70.71,1.64,12.79,7.1,60.31,45.6,Moderate Wear,98
2027-06-04 10:26:12,65.49,1.09,10.37,6.22,54.66,45.2,Moderate Wear,97
2027-06-05 10:26:12,,,,,,44.8,Moderate Wear,96
2027-06-06 10:26:12,64.87,1.28,9.95,6.14,55.13,44.4,Moderate Wear,95
2027-06-07 10:26:12,63.69,1.22,10.08,6.25,52.83,44.0,Moderate Wear,94
2027-06-08 10:26:12,71.79,1.97,13.37,7.46,58.71,43.6,Moderate Wear,93
2027-06-09 10:26:12,68.67,1.51,10.95,6.68,54.77,43.2,Moderate Wear,92
2027-06-10 10:26:12,65.94,1.66,11.12,6.67,55.94,42.8,Moderate Wear,91
2027-06-11 10:26:12,69.28,1.86,12.79,7.12,61.91,42.3,Moderate Wear,90
2027-06-12 10:26:12,69.93,1.84,12.94,7.44,63.62,41.9,Moderate Wear,89
2027-06-13 10:26:12,66.2,1.28,10.54,6.48,58.65,41.5,Moderate Wear,88
2027-06-14 10:26:12,65.34,1.29,10.52,6.39,54.98,41.1,Moderate Wear,87
2027-06-15 10:26:12,65.85,1.39,11.18,6.33,56.77,40.7,Moderate Wear,86
2027-06-16 10:26:12,72.39,1.13,12.11,6.89,55.71,40.3,Moderate Wear,85
2027-06-17 10:26:12,67.69,1.48,10.76,6.5,59.75,39.9,Critical,84
2027-06-18 10:26:12,69.29,1.57,11.5,6.74,60.44,39.5,Critical,83
2027-06-19 10:26:12,66.84,1.63,11.1,6.8,59.95,39.1,Critical,82
2027-06-20 10:26:12,68.73,1.57,11.23,6.43,56.03,38.6,Critical,81
2027-06-21 10:26:12,64.76,1.74,9.97,6.37,53.25,38.2,Critical,80
2027-06-22 10:26:12,69.32,1.94,11.37,6.98,55.53,37.8,Critical,79
2027-06-23 10:26:12,66.2,1.85,10.93,6.22,59.43,37.4,Critical,78
2027-06-24 10:26:12,69.87,2.5,12.66,7.39,66.24,37.0,Critical,77
2027-06-25 10:26:12,65.19,1.79,11.07,6.3,65.74,36.6,Critical,76
2027-06-26 10:26:12,71.46,2.5,13.38,7.69,67.05,34.5,Critical,75
2027-06-27 10:26:12,67.89,2.37,12.31,7.38,63.97,34.4,Critical,74
2027-06-28 10:26:12,68.75,1.51,10.66,6.73,59.49,34.4,Critical,73
2027-06-29 10:26:12,66.56,1.88,11.48,6.57,59.29,34.4,Critical,72
2027-06-30 10:26:12,67.89,1.76,11.59,6.59,58.28,34.3,Critical,71
2027-07-01 10:26:12,63.78,2.1,10.96,6.54,64.18,34.1,Critical,70
2027-07-02 10:26:12,65.73,1.72,11.41,6.4,58.04,33.7,Critical,69
2027-07-03 10:26:12,67.76,2.25,11.63,6.84,63.47,33.3,Critical,68
2027-07-04 10:26:12,70.27,2.04,12.15,7.07,59.74,32.9,Critical,67
2027-07-05 10:26:12,67.73,1.84,12.09,6.45,60.41,32.5,Critical,66
2027-07-06 10:26:12,69.35,2.1,12.11,6.94,62.88,32.1,Critical,65
2027-07-07 10:26:12,67.75,1.55,11.97,6.95,52.83,31.7,Critical,64
